Topic,Topic_url,Item_description,Rating_out_of_5,Minimum_price,Maximum_price,Review,Item_Url
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"NYX PROFESSIONAL MAKEUP Butter Gloss, Non-Sticky Lip Gloss - Eclair (Pink)",4.5,0.5,14.73,75502,www.amazon.com/NYX-PROFESSIONAL-MAKEUP-Butter-Eclair/dp/B00BKH3Q58/ref=zg_bs_beauty_sccl_26/142-0146428-8213061?pd_rd_i=B08WJPKZ3V&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,Dove Deep Moisture Body Wash with Pump For Dry Skin Moisturizing Body Wash Cleanser Transforms Even The Driest Skin In One Sh,4.8,9.97,0.0,54666,www.amazon.com/Dove-Body-Wash-Pump-Moisture/dp/B00MEDOY2G/ref=zg_bs_beauty_sccl_27/142-0146428-8213061?pd_rd_i=B00MEDOY2G&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"CeraVe PM Facial Moisturizing Lotion | Night Cream with Hyaluronic Acid and Niacinamide | Ultra-Lightweight, Oil-Free Moistur",4.7,13.25,29.97,35485,www.amazon.com/CeraVe-Facial-Moisturizing-Lotion-Lightweight/dp/B00365DABC/ref=zg_bs_beauty_sccl_28/142-0146428-8213061?pd_rd_i=B0B92NW1PP&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Bio-Oil Skincare Oil, Body Oil for Scars and Stretch Marks, Hydrates Skin, Non-Greasy, Dermatologist Recommended, Non-Comedog",4.6,8.92,23.99,81829,www.amazon.com/Bio-Oil-Non-Greasy-Dermatologist-Recommended-Non-Comedogenic/dp/B08KLL7T7H/ref=zg_bs_beauty_sccl_29/142-0146428-8213061?pd_rd_i=B0B924B7NH&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Goody Ouchless Elastic Hair Tie - 17 Count, Assorted Colors - 4MM for Medium Hair - Pain-Free Hair Accessories for Men, Women",4.6,3.95,12.97,28675,www.amazon.com/Goody-Womens-Ouchless-Elastics-Count/dp/B00E5CLT04/ref=zg_bs_beauty_sccl_30/142-0146428-8213061?pd_rd_i=B0B61XM5NM&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Finishing Touch Flawless Women's Painless Hair Remover, Blush/Rose Gold",4.4,18.81,34.99,116747,www.amazon.com/Finishing-Flawless-Womens-Painless-Remover/dp/B0768M8SVH/ref=zg_bs_beauty_sccl_1/138-7896338-8570806?pd_rd_i=B088XGXB36&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"LONDONTOWN Illuminating Nail Concealer, Vegan, Cruelty Free, Gluten Free, Paraben Free",4.6,20.0,0.0,1726,www.amazon.com/Londontown-Illuminating-Nail-Concealer-12ml/dp/B07V2YNY3N/ref=zg_bs_beauty_sccl_2/138-7896338-8570806?pd_rd_i=B09G6NVCQW&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,Handcraft Basil Essential Oil - 100% Pure and Natural - Premium Therapeutic Grade Essential Oil for Diffuser and Aromatherapy,4.6,6.95,29.99,72689,www.amazon.com/Handcraft-Basil-Essential-Oil-Aromatherapy/dp/B09T8BNC3S/ref=zg_bs_beauty_sccl_3/138-7896338-8570806?pd_rd_i=B0B11P4JDJ&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,24K Gold Eye Mask– 15 Pairs - Puffy Eyes and Dark Circles Treatments – Look Less Tired and Reduce Wrinkles and Fine Lines Und,4.3,14.99,30.99,24090,www.amazon.com/24K-Gold-Eye-Masks-All-Natural/dp/B07DVN2H6B/ref=zg_bs_beauty_sccl_4/138-7896338-8570806?pd_rd_i=B0BB2BLQLC&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Julep Eyeshadow 101 Crème to Powder Waterproof Eyeshadow Stick, Champagne Shimmer",4.4,15.59,18.0,28791,www.amazon.com/Julep-Eyeshadow-Hypoallergenic-Waterproof-Available/dp/B01LW1983J/ref=zg_bs_beauty_sccl_5/138-7896338-8570806?pd_rd_i=B01M16L9NS&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Tea Tree Special Shampoo, Deep Cleans, Refreshes Scalp, For All Hair Types, Especially Oily Hair",4.7,7.5,160.0,44701,www.amazon.com/Tea-Tree-Special-Shampoo-2-5/dp/B0028S31MQ/ref=zg_bs_beauty_sccl_6/138-7896338-8570806?pd_rd_i=B08GZDZV2J&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Maybelline Fit Me Matte + Poreless Liquid Foundation Makeup, Fair Porcelain, 1 fl; oz; Oil-Free Foundation",4.5,2.39,15.68,112252,www.amazon.com/Maybelline-Poreless-Foundation-Porcelain-Oil-Free/dp/B06XDYJ44F/ref=zg_bs_beauty_sccl_7/138-7896338-8570806?pd_rd_i=B09ZKMD1VS&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"L'Oreal Paris Voluminous Original Volume Building Mascara and Infallible Eyeliner, Builds eye lashes up to 5X natural thickne",4.5,4.0,39.99,77494,www.amazon.com/LOreal-Paris-Voluminous-Infallible-thickness/dp/B09B2RBRRL/ref=zg_bs_beauty_sccl_8/138-7896338-8570806?pd_rd_i=B09GN3GC8G&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Hair Shampoo Brush, HEETA Scalp Care Hair Brush with Soft Silicone Scalp Massager (Black)",4.6,6.38,9.99,122850,www.amazon.com/Massager-Shampoo-Silicon-Tourmaline-Contained/dp/B076Q6442Z/ref=zg_bs_beauty_sccl_9/138-7896338-8570806?pd_rd_i=B08PL25DYJ&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,Olaplex No. 3 Hair Perfector,4.6,28.0,30.0,89172,www.amazon.com/Olaplex-Hair-Perfector-Repairing-Treatment/dp/B00SNM5US4/ref=zg_bs_beauty_sccl_10/138-7896338-8570806?pd_rd_i=B0B1VYYTLR&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,Tweezer Guru Tweezers for Eyebrows - Pointed Precision Tweezers for Eyebrows & Ingrown Hair Removal - Blackhead and Splinter ,4.4,5.56,14.95,51383,www.amazon.com/Slant-Tweezers-Professional-Stainless-Precision/dp/B016LI8E4S/ref=zg_bs_beauty_sccl_11/138-7896338-8570806?pd_rd_i=B0B4SCBFH3&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"CeraVe Foaming Facial Cleanser | Daily Face Wash for Oily Skin with Hyaluronic Acid, Ceramides, and Niacinamide| Fragrance Fr",4.8,16.0,34.99,64557,www.amazon.com/CeraVe-Foaming-Facial-Cleanser-Washing/dp/B01N1LL62W/ref=zg_bs_beauty_sccl_12/138-7896338-8570806?pd_rd_i=B0B4C56R68&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,L'Oreal Paris Makeup Brow Stylist Definer Waterproof Eyebrow Pencil UltraFine Mechanical Pencil Draws Tiny Brow Hairs Fills i,4.5,4.89,19.11,39381,www.amazon.com/LOreal-Paris-Waterproof-UltraFine-Mechanical/dp/B08HDP7LCD/ref=zg_bs_beauty_sccl_13/138-7896338-8570806?pd_rd_i=B0B6WV7Z9V&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"CeraVe Retinol Serum for Post-Acne Marks and Skin Texture | Pore Refining, Resurfacing, Brightening Facial Serum with Retinol",4.6,11.89,39.99,27460,www.amazon.com/CeraVe-Post-Acne-Refining-Resurfacing-Brightening/dp/B07VWSN95S/ref=zg_bs_beauty_sccl_14/138-7896338-8570806?pd_rd_i=B0B7QHVGCT&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"NYX PROFESSIONAL MAKEUP Epic Ink Liner, Waterproof Liquid Eyeliner - Black, Vegan Formula",4.6,7.49,16.89,66591,www.amazon.com/NYX-PROFESSIONAL-MAKEUP-Waterproof-Eyeliner/dp/B074Y8LM6T/ref=zg_bs_beauty_sccl_15/138-7896338-8570806?pd_rd_i=B09KYB6Z76&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,Venus Razor 3ct,4.7,6.97,0.0,16263,www.amazon.com/Gillette-Venus-Womens-Disposable-Sensitive/dp/B0039LMTAQ/ref=zg_bs_beauty_sccl_16/138-7896338-8570806?pd_rd_i=B0039LMTAQ&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"THAYERS Alcohol-Free Coconut Water Witch Hazel Facial Toner with Aloe Vera Formula, 12 oz",4.7,8.41,27.9,109150,www.amazon.com/Thayers-Toner-Witch-Coconut-Alcohol/dp/B07G2FQZYD/ref=zg_bs_beauty_sccl_17/138-7896338-8570806?pd_rd_i=B09Y6TQX9G&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Grande Cosmetics GrandeLASH-MD Lash Enhancing Serum, Promotes Appearance of Longer, Thicker Eyelashes, Cruelty Free",4.3,36.0,125.0,33183,www.amazon.com/Grande-Cosmetics-GrandeLASH-MD-Enhancing-Serum/dp/B082WZTJV5/ref=zg_bs_beauty_sccl_18/138-7896338-8570806?pd_rd_i=B09BCMMFZ2&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,Sol de Janeiro Brazilian Crush Body Perfume Mist,4.6,20.0,35.0,18182,www.amazon.com/Cheirosa-Body-Fragrance-Mist-240ml/dp/B09BX7FKFZ/ref=zg_bs_beauty_sccl_19/138-7896338-8570806?pd_rd_i=B099NYJNHY&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"CETAPHIL Hydrating Eye Gel-Cream,With Hyaluronic Acid,0.5 Fl Oz,Brightens And Smooths Under Eyes,24 Hour Hydration For All Sk",4.5,11.89,30.99,42108,www.amazon.com/Cetaphil-Hydrating-Gel-Cream-Hyaluronic-Acid/dp/B07798MG7Q/ref=zg_bs_beauty_sccl_20/138-7896338-8570806?pd_rd_i=B09HXTCHLZ&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,wet n wild Makeup Brush| Flat Angled Liner Brush| Ultra-Thin Precision| Ergonomic Handle,4.5,0.98,8.99,98813,www.amazon.com/Makeup-Angled-Ultra-Thin-Precision-Ergonomic/dp/B019UNAABG/ref=zg_bs_beauty_sccl_21/138-7896338-8570806?pd_rd_i=B09NQG7J75&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Mrs. Meyer's Hand Soap, Made With Essential Oils, Biodegradable Formula, Honeysuckle, 12.5 Fl. Oz - Pack Of 3",4.8,11.64,25.53,31756,www.amazon.com/Mrs-Meyer%C2%B4s-Clean-Day-Honeysuckle/dp/B01N004WAJ/ref=zg_bs_beauty_sccl_22/138-7896338-8570806?pd_rd_i=B0B53ZJL6G&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Edge Shave Gel for Men, Cedarwood & Shea Butter, 7oz - 3 Pack",4.8,10.11,35.39,22161,www.amazon.com/Edge-Shave-Cedarwood-Shea-Butter/dp/B09RRKQP98/ref=zg_bs_beauty_sccl_23/138-7896338-8570806?pd_rd_i=B09WFZYP36&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Amazon Basics Cotton Rounds, 100ct, 1-Pack (Previously Solimo)",4.7,2.22,9.17,19960,www.amazon.com/Amazon-Basics-Cotton-Rounds-Count/dp/B09542G9ZN/ref=zg_bs_beauty_sccl_24/138-7896338-8570806?pd_rd_i=B0B6C3JFJV&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Castor Oil (2oz), USDA Certified Organic, 100% Pure, Cold Pressed, Hexane Free by Kate Blanc Cosmetics. Stimulate Growth for ",4.4,9.99,11.95,68528,www.amazon.com/Certified-Kate-Stimulate-Eyelashes-Treatment/dp/B01NALN8Q9/ref=zg_bs_beauty_sccl_25/138-7896338-8570806?pd_rd_i=B09BBQJDG7&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"COSRX Acne Pimple Patch Absorbing Hydrocolloid Original 3 Size Patches for Blemishes and Zits Cover, Spot Stickers for Face a",0.0,0.0,0.0,0,www.amazon.com/dp/B0B9ZMZPR4/ref=zg_bs_beauty_sccl_26/138-7896338-8570806?pd_rd_i=B0B9ZMZPR4&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Dr. Scholl's Cracked Heel Repair Balm 2.5oz, with 25% Urea for Dry Cracked Feet, Heals and Moisturizes for Healthy Feet",4.4,6.49,0.0,10226,www.amazon.com/Dr-Scholls-Cracked-Moisturizes-Healthy/dp/B08YZBBVGK/ref=zg_bs_beauty_sccl_27/138-7896338-8570806?pd_rd_i=B08YZBBVGK&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Cetaphil Exfoliating Face Wash, Extra Gentle Daily Face Scrub, Gently Exfoliates & Cleanses, For All Skin Types, Non-Irritati",4.6,13.85,34.14,12272,www.amazon.com/Cetaphil-Exfoliating-Exfoliates-Non-Irritating-Hypoallergenic/dp/B077FZ112C/ref=zg_bs_beauty_sccl_28/138-7896338-8570806?pd_rd_i=B0B74F9H4Y&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,CHI 44 Iron Guard Thermal Protection Spray,4.5,3.59,19.43,38764,www.amazon.com/CHI-Guard-Thermal-Protection-Spray/dp/B004452DPM/ref=zg_bs_beauty_sccl_29/138-7896338-8570806?pd_rd_i=B09TWJCRPV&psc=1
Beauty & Personal Care,http://www.amazon.com/Best-Sellers-Beauty-Personal-Care/zgbs/beauty/ref=zg_bs_nav_0,"Gillette Mach3 Mens Razor Blade Refills, 15 Count",4.8,27.94,37.87,49980,www.amazon.com/Gillette-Refills-Razors-Blades-Packaging/dp/B0039LMTHE/ref=zg_bs_beauty_sccl_30/138-7896338-8570806?pd_rd_i=B08XXR1G96&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,It Ends with Us: A Novel (1),4.7,10.2,0.0,142092,www.amazon.com/Ends-Us-Novel-Colleen-Hoover/dp/1501110365/ref=zg_bs_books_sccl_1/143-7565324-1798658?pd_rd_i=1501110365&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Verity,4.6,11.2,0.0,134363,www.amazon.com/Verity-Colleen-Hoover/dp/1538724731/ref=zg_bs_books_sccl_2/143-7565324-1798658?pd_rd_i=1538724731&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,I'm Glad My Mom Died,4.9,18.8,0.0,0,www.amazon.com/Im-Glad-My-Mom-Died/dp/1982185821/ref=zg_bs_books_sccl_3/143-7565324-1798658?pd_rd_i=1982185821&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Where the Crawdads Sing,4.8,9.98,0.0,307977,www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219109/ref=zg_bs_books_sccl_4/143-7565324-1798658?pd_rd_i=0735219109&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Ugly Love: A Novel,4.7,10.4,0.0,67476,www.amazon.com/Ugly-Love-Novel-Colleen-Hoover/dp/1476753180/ref=zg_bs_books_sccl_5/143-7565324-1798658?pd_rd_i=1476753180&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Reminders of Him: A Novel,4.7,9.57,0.0,125880,www.amazon.com/Reminders-Him-Novel-Colleen-Hoover/dp/1542025605/ref=zg_bs_books_sccl_6/143-7565324-1798658?pd_rd_i=1542025605&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,It Starts with Us: A Novel (2) (It Ends with Us),0.0,12.9,0.0,0,www.amazon.com/Starts-Us-Novel-Ends/dp/1668001225/ref=zg_bs_books_sccl_7/143-7565324-1798658?pd_rd_i=1668001225&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,All Good People Here: A Novel,4.7,19.6,0.0,127,www.amazon.com/All-Good-People-Here-Novel/dp/0593496477/ref=zg_bs_books_sccl_8/143-7565324-1798658?pd_rd_i=0593496477&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,The Seven Husbands of Evelyn Hugo: A Novel,4.6,9.42,0.0,111171,www.amazon.com/Seven-Husbands-Evelyn-Hugo-Novel/dp/1501161938/ref=zg_bs_books_sccl_9/143-7565324-1798658?pd_rd_i=1501161938&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,4.8,11.9,0.0,104294,www.amazon.com/Atomic-Habits-Proven-Build-Break/dp/0735211299/ref=zg_bs_books_sccl_10/143-7565324-1798658?pd_rd_i=0735211299&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,The 48 Laws of Power,4.7,11.6,0.0,49345,www.amazon.com/48-Laws-Power-Robert-Greene/dp/0140280197/ref=zg_bs_books_sccl_11/143-7565324-1798658?pd_rd_i=0140280197&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",4.8,11.4,0.0,53567,www.amazon.com/Body-Keeps-Score-Healing-Trauma/dp/0143127748/ref=zg_bs_books_sccl_12/143-7565324-1798658?pd_rd_i=0143127748&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association,4.8,26.0,0.0,27742,www.amazon.com/Publication-Manual-American-Psychological-Association/dp/143383216X/ref=zg_bs_books_sccl_13/143-7565324-1798658?pd_rd_i=143383216X&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,November 9: A Novel,4.7,11.4,0.0,31257,www.amazon.com/November-9-Novel-Colleen-Hoover/dp/1501110349/ref=zg_bs_books_sccl_14/143-7565324-1798658?pd_rd_i=1501110349&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Just Mercy: A Story of Justice and Redemption,4.8,8.17,0.0,22426,www.amazon.com/Just-Mercy-Story-Justice-Redemption/dp/081298496X/ref=zg_bs_books_sccl_15/143-7565324-1798658?pd_rd_i=081298496X&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,"Spelljammer: Adventures in Space (D&D Campaign Collection - Adventure, Setting, Monster Book, Map, and DM Screen) (Dungeons &",3.2,42.0,0.0,0,www.amazon.com/Spelljammer-Adventures-Campaign-Collection-Adventure/dp/0786968168/ref=zg_bs_books_sccl_16/143-7565324-1798658?pd_rd_i=0786968168&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Our Class is a Family,4.8,11.9,0.0,11916,www.amazon.com/Our-Class-Family-Shannon-Olsen/dp/0578629097/ref=zg_bs_books_sccl_17/143-7565324-1798658?pd_rd_i=0578629097&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Things We Never Got Over,4.5,13.8,0.0,63670,www.amazon.com/Things-We-Never-Got-Over/dp/194563183X/ref=zg_bs_books_sccl_18/143-7565324-1798658?pd_rd_i=194563183X&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,A Letter From Your Teacher: On the First Day of School,4.8,11.9,0.0,5381,www.amazon.com/Letter-Your-Teacher-First-School/dp/1735414123/ref=zg_bs_books_sccl_19/143-7565324-1798658?pd_rd_i=1735414123&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,The Very Hungry Caterpillar,4.9,5.06,0.0,52410,www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_sccl_20/143-7565324-1798658?pd_rd_i=0399226907&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),4.7,7.74,0.0,84373,www.amazon.com/Four-Agreements-Practical-Personal-Freedom/dp/1878424319/ref=zg_bs_books_sccl_21/143-7565324-1798658?pd_rd_i=1878424319&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,The Outsiders,4.8,9.49,0.0,29839,www.amazon.com/Outsiders-S-Hinton/dp/014240733X/ref=zg_bs_books_sccl_22/143-7565324-1798658?pd_rd_i=014240733X&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Fahrenheit 451,4.6,8.29,0.0,33870,www.amazon.com/Fahrenheit-451-Ray-Bradbury/dp/1451673310/ref=zg_bs_books_sccl_23/143-7565324-1798658?pd_rd_i=1451673310&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Long Live the Pumpkin Queen: Tim Burton's The Nightmare Before Christmas,4.7,14.5,0.0,260,www.amazon.com/Long-Live-Pumpkin-Queen-Nightmare/dp/1368069606/ref=zg_bs_books_sccl_24/143-7565324-1798658?pd_rd_i=1368069606&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,My First Library : Boxset of 10 Board Books for Kids,4.6,14.4,0.0,60130,www.amazon.com/My-First-Library-Boxset-Board/dp/9387779262/ref=zg_bs_books_sccl_25/143-7565324-1798658?pd_rd_i=9387779262&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Ph",4.8,4.79,0.0,65217,www.amazon.com/School-Zone-Preschool-Pre-Writing-Pre-Reading/dp/0887431453/ref=zg_bs_books_sccl_26/143-7565324-1798658?pd_rd_i=0887431453&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,The Office BFFs: Tales of The Office from Two Best Friends Who Were There,4.8,18.1,0.0,1246,www.amazon.com/Office-BFFs-Tales-Friends-There/dp/0063007592/ref=zg_bs_books_sccl_27/143-7565324-1798658?pd_rd_i=0063007592&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",4.8,4.07,0.0,0,www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_sccl_28/143-7565324-1798658?pd_rd_i=1641526270&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,The Silent Patient,4.5,11.9,0.0,128961,www.amazon.com/Silent-Patient-Alex-Michaelides/dp/125030170X/ref=zg_bs_books_sccl_29/143-7565324-1798658?pd_rd_i=125030170X&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,I Love You to the Moon and Back,4.9,4.31,0.0,58241,www.amazon.com/I-Love-You-Moon-Back/dp/1589255518/ref=zg_bs_books_sccl_30/143-7565324-1798658?pd_rd_i=1589255518&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,The 5 Love Languages: The Secret to Love that Lasts,4.8,7.57,0.0,68296,www.amazon.com/Love-Languages-Secret-that-Lasts/dp/080241270X/ref=zg_bs_books_sccl_1/141-1589075-6160516?pd_rd_i=080241270X&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Night (Night),4.7,5.49,0.0,8427,www.amazon.com/Night-Elie-Wiesel/dp/0374500010/ref=zg_bs_books_sccl_2/141-1589075-6160516?pd_rd_i=0374500010&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Empire of Pain: The Secret History of the Sackler Dynasty,4.7,21.0,0.0,8242,www.amazon.com/Empire-Pain-History-Sackler-Dynasty/dp/0385545681/ref=zg_bs_books_sccl_3/141-1589075-6160516?pd_rd_i=0385545681&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,If Animals Kissed Good Night,4.8,4.14,0.0,68337,www.amazon.com/If-Animals-Kissed-Good-Night/dp/0374300216/ref=zg_bs_books_sccl_4/141-1589075-6160516?pd_rd_i=0374300216&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Fairy Tale,0.0,20.9,0.0,0,www.amazon.com/Fairy-Tale-Stephen-King/dp/1668002175/ref=zg_bs_books_sccl_5/141-1589075-6160516?pd_rd_i=1668002175&psc=1
Books,http://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,Animal Farm: 75th Anniversary Edition,4.7,7.48,0.0,35680,www.amazon.com/Animal-Farm-George-Orwell/dp/0451526341/ref=zg_bs_books_sccl_6/141-1589075-6160516?pd_rd_i=0451526341&psc=1
